,Ensemble ID,Uniprot ID
Ngef,ENSMUSG00000026259,Q8CHT1
Neu2,ENSMUSG00000079434,Q9JMH3
Inpp5d,ENSMUSG00000026288,Q9ES52
Atg16l1,ENSMUSG00000026289,Q8C0J2
Sag,ENSMUSG00000056055,P20443
Dgkd,ENSMUSG00000070738,E9PUQ8
Gm19582,ENSMUSG00000101942,0
Usp40,ENSMUSG00000005501,Q8BWR4
Ugt1a7c,ENSMUSG00000090124,Q6ZQM8
Ugt1a6a,ENSMUSG00000054545,Q64435
Dnajb3,ENSMUSG00000081984,O35723
Mroh2a,ENSMUSG00000079429,D3Z750
Hjurp,ENSMUSG00000044783,Q6PG16
Trpm8,ENSMUSG00000036251,Q8R4D5
4930453O03Rik,ENSMUSG00000085420,0
Spp2,ENSMUSG00000026295,Q8K1I3
Gm29538,ENSMUSG00000099553,0
Gm28888,ENSMUSG00000100908,0
Glrp1,ENSMUSG00000062310,E9Q9S8
Gm19589,ENSMUSG00000100798,0
Gm29336,ENSMUSG00000100367,0
Arl4c,ENSMUSG00000049866,P61208
Platr5,ENSMUSG00000097398,0
1700067G17Rik,ENSMUSG00000099378,0
Sh3bp4,ENSMUSG00000036206,Q921I6
Agap1,ENSMUSG00000055013,Q8BXK8
Gbx2,ENSMUSG00000034486,P48031
Asb18,ENSMUSG00000067081,Q8VHA6
Iqca,ENSMUSG00000026301,Q9CUL5
4930434B07Rik,ENSMUSG00000100850,0
Ackr3,ENSMUSG00000044337,P56485
Gm28723,ENSMUSG00000101028,0
Cops8,ENSMUSG00000034432,Q8VBV7
Col6a3,ENSMUSG00000048126,A0A087WQN9
Mlph,ENSMUSG00000026303,Q91V27
Rab17,ENSMUSG00000026304,P35292
Lrrfip1,ENSMUSG00000026305,Q3UZ39
Rbm44,ENSMUSG00000070732,Q3V089
Ramp1,ENSMUSG00000034353,Q9WTJ5
Ube2f,ENSMUSG00000034343,Q9CY34
Gm26683,ENSMUSG00000097285,0
Scly,ENSMUSG00000026307,Q9JLI6
Espnl,ENSMUSG00000049515,Q3UYR4
Klhl30,ENSMUSG00000026308,Q8C3F7
Fam132b,ENSMUSG00000047443,Q6PGN1
Ilkap,ENSMUSG00000026309,Q8R0F6
1700020N18Rik,ENSMUSG00000100253,0
Hes6,ENSMUSG00000067071,Q9JHE6
Per2,ENSMUSG00000055866,O54943
Traf3ip1,ENSMUSG00000034292,Q149C2
Asb1,ENSMUSG00000026311,Q9WV74
Gm28380,ENSMUSG00000101705,0
Gm29100,ENSMUSG00000100980,0
Twist2,ENSMUSG00000007805,Q9D030
Hdac4,ENSMUSG00000026313,Q6NZM9
Gm26720,ENSMUSG00000096941,0
Ndufa10,ENSMUSG00000026260,Q99LC3
1700054K02Rik,ENSMUSG00000097001,0
Olfr1413,ENSMUSG00000058904,Q8VGU3
Myeov2,ENSMUSG00000073616,Q3U898
Otos,ENSMUSG00000044055,Q8R448
Gm29483,ENSMUSG00000100546,0
Gm29482,ENSMUSG00000099665,0
Gpc1,ENSMUSG00000034220,Q9QZF2
Gm29480,ENSMUSG00000101995,0
Ankmy1,ENSMUSG00000034212,Q8C0W1
Dusp28,ENSMUSG00000047067,Q8BTR5
5033417F24Rik,ENSMUSG00000097251,0
Rnpepl1,ENSMUSG00000026269,G5E872
9430060I03Rik,ENSMUSG00000100632,Q3TRU6
Capn10,ENSMUSG00000026270,Q9ESK3
Gpr35,ENSMUSG00000026271,Q9ES90
Aqp12,ENSMUSG00000045091,Q8CHJ2
Kif1a,ENSMUSG00000014602,P33173
Agxt,ENSMUSG00000026272,O35423
2310007B03Rik,ENSMUSG00000034159,Q8CEZ4
Crocc2,ENSMUSG00000084989,F6XLV1
Sned1,ENSMUSG00000047793,Q70E20
Mterf4,ENSMUSG00000026273,Q8BVN4
Gm28535,ENSMUSG00000101172,0
Pask,ENSMUSG00000026274,Q8CEE6
Ppp1r7,ENSMUSG00000026275,Q3UM45
Ano7,ENSMUSG00000034107,Q14AT5
Hdlbp,ENSMUSG00000034088,Q8VDJ3
2-Sep,ENSMUSG00000026276,P42208
Farp2,ENSMUSG00000034066,Q91VS8
Stk25,ENSMUSG00000026277,Q9Z2W1
Gm28536,ENSMUSG00000100927,0
Bok,ENSMUSG00000026278,O35425
Thap4,ENSMUSG00000026279,Q6P3Z3
Gm10550,ENSMUSG00000101952,Q3UNV9
Atg4b,ENSMUSG00000026280,Q8BGE6
Dtymk,ENSMUSG00000026281,P97930
Ing5,ENSMUSG00000026283,Q9D8Y8
D2hgdh,ENSMUSG00000073609,Q8CIM3
Gal3st2,ENSMUSG00000094651,Q6XQH0
Pdcd1,ENSMUSG00000026285,Q02242
4930440C22Rik,ENSMUSG00000100518,0
Fam174a,ENSMUSG00000051185,Q9D3L0
St8sia4,ENSMUSG00000040710,Q64692
4930598F16Rik,ENSMUSG00000100777,0
1700063A18Rik,ENSMUSG00000100062,0
Gm29601,ENSMUSG00000100336,0
4930533P14Rik,ENSMUSG00000100589,0
Slco4c1,ENSMUSG00000040693,Q8BGD4
Panct2,ENSMUSG00000097814,0
Gm28901,ENSMUSG00000100454,0
Slco6c1,ENSMUSG00000026331,Q8C0X7
D1Ertd622e,ENSMUSG00000044768,Q8VEB3
Ppip5k2,ENSMUSG00000040648,Q6ZQB6
Gin1,ENSMUSG00000026333,Q8K259
Pam,ENSMUSG00000026335,P97467
1810006J02Rik,ENSMUSG00000100182,0
Slco6d1,ENSMUSG00000026336,E0CXJ0
Gm7967,ENSMUSG00000100009,0
Cntnap5b,ENSMUSG00000067028,Q0V8T8
Gm20268,ENSMUSG00000100684,0
Cdh20,ENSMUSG00000050840,Q9Z0M3
Rnf152,ENSMUSG00000047496,Q8BG47
Gm17634,ENSMUSG00000097482,0
Pign,ENSMUSG00000056536,Q9R1S3
2310035C23Rik,ENSMUSG00000026319,Q148V7
Tnfrsf11a,ENSMUSG00000026321,O35305
Gm7160,ENSMUSG00000099843,0
Zcchc2,ENSMUSG00000038866,Q69ZB8
Gm20753,ENSMUSG00000101583,0
Phlpp1,ENSMUSG00000044340,Q8CHE4
Bcl2,ENSMUSG00000057329,P10417
Kdsr,ENSMUSG00000009905,Q6GV12
Vps4b,ENSMUSG00000009907,P46467
Gm15391,ENSMUSG00000087210,0
Serpinb7,ENSMUSG00000067001,Q9D695
Serpinb2,ENSMUSG00000062345,P12388
Serpinb10,ENSMUSG00000102843,0
Serpinb8,ENSMUSG00000026315,O08800
Gm15389,ENSMUSG00000086161,0
D830032E09Rik,ENSMUSG00000100457,0
Cdh7,ENSMUSG00000026312,Q8BM92
Gm29088,ENSMUSG00000101253,0
Dsel,ENSMUSG00000038702,Q0VBN2
Cntnap5a,ENSMUSG00000070695,Q0V8T9
Tsn,ENSMUSG00000026374,Q62348
Nifk,ENSMUSG00000026377,Q91VE6
Gm28867,ENSMUSG00000099936,0
Clasp1,ENSMUSG00000064302,Q80TV8
2900060B14Rik,ENSMUSG00000107722,Q3TE51
Tfcp2l1,ENSMUSG00000026380,Q3UNW5
Gli2,ENSMUSG00000048402,Q0VGT2
Gm26831,ENSMUSG00000097408,0
Gm29456,ENSMUSG00000099860,0
Gm29455,ENSMUSG00000101179,0
Inhbb,ENSMUSG00000037035,Q04999
Ralb,ENSMUSG00000004451,Q9JIW9
Gm27184,ENSMUSG00000098447,0
Tmem185b,ENSMUSG00000098923,Q8R3R5
3830432H09Rik,ENSMUSG00000101731,0
Epb41l5,ENSMUSG00000026383,Q8BGS1
Ptpn4,ENSMUSG00000026384,Q9WU22
Gm28209,ENSMUSG00000101224,0
Tmem177,ENSMUSG00000036975,Q8BPE4
Cfap221,ENSMUSG00000036962,A9Q751
Sctr,ENSMUSG00000026387,Q5FWI2
Tmem37,ENSMUSG00000050777,Q9JJV3
Dbi,ENSMUSG00000026385,P31786
3110009E18Rik,ENSMUSG00000026388,Q9CRW3
Steap3,ENSMUSG00000026389,Q8CI59
C1ql2,ENSMUSG00000036907,Q8CFR0
1700012E03Rik,ENSMUSG00000101275,0
En1,ENSMUSG00000058665,P09065
2610027F03Rik,ENSMUSG00000099957,0
Celrr,ENSMUSG00000097881,0
Insig2,ENSMUSG00000003721,Q91WG1
2210011K15Rik,ENSMUSG00000101791,0
Ccdc93,ENSMUSG00000026339,Q7TQK5
Gm15392,ENSMUSG00000085857,0
Htr5b,ENSMUSG00000050534,P31387
Ddx18,ENSMUSG00000001674,Q8K363
Dpp10,ENSMUSG00000036815,Q6NXK7
Gm28928,ENSMUSG00000100851,0
1700121L03Rik,ENSMUSG00000099574,0
Actr3,ENSMUSG00000026341,Q99JY9
Gm28706,ENSMUSG00000102063,0
Slc35f5,ENSMUSG00000026342,Q8R314
Gpr39,ENSMUSG00000026343,Q5U431
Lypd1,ENSMUSG00000026344,Q8BLC3
Nckap5,ENSMUSG00000049690,E0CYQ5
4930599A14Rik,ENSMUSG00000101600,0
Mgat5,ENSMUSG00000036155,Q8R4G6
Tmem163,ENSMUSG00000026347,Q8C996
Acmsd,ENSMUSG00000026348,Q8R519
2900009J06Rik,ENSMUSG00000102014,0
Ccnt2,ENSMUSG00000026349,Q7TQK0
Map3k19,ENSMUSG00000051590,E9Q3S4
Rab3gap1,ENSMUSG00000036104,Q80UJ7
Zranb3,ENSMUSG00000036086,Q6NZP1
Gm28800,ENSMUSG00000099760,0
R3hdm1,ENSMUSG00000056211,A0A087WP65
Ubxn4,ENSMUSG00000026353,Q8VCH8
Lct,ENSMUSG00000026354,F8VPT3
Mcm6,ENSMUSG00000026355,P97311
Dars,ENSMUSG00000026356,Q922B2
Cxcr4,ENSMUSG00000045382,P70658
Gm26686,ENSMUSG00000097283,0
Thsd7b,ENSMUSG00000042581,Q6P4U0
Gm16081,ENSMUSG00000086633,0
Cd55b,ENSMUSG00000026401,Q61476
Gm15674,ENSMUSG00000087691,0
Gm15675,ENSMUSG00000086825,0
Cd55,ENSMUSG00000026399,Q61475
Gm16083,ENSMUSG00000085526,0
Zp3r,ENSMUSG00000042554,Q60736
C4bp,ENSMUSG00000026405,P08607
Gm29427,ENSMUSG00000101904,0
Pfkfb2,ENSMUSG00000026409,P70265
Yod1,ENSMUSG00000046404,Q8CB27
AA986860,ENSMUSG00000042510,Q8BI29
Fcamr,ENSMUSG00000026415,Q2TB54
Pigr,ENSMUSG00000026417,O70570
Fcmr,ENSMUSG00000042474,A1KXC4
Mapkapk2,ENSMUSG00000016528,P49138
Dyrk3,ENSMUSG00000016526,Q922Y0
Eif2d,ENSMUSG00000026427,Q61211
Rassf5,ENSMUSG00000026430,Q5EBH1
Ikbke,ENSMUSG00000042349,Q9R0T8
Gm28913,ENSMUSG00000102055,0
Srgap2,ENSMUSG00000026425,Q91Z67
Fam72a,ENSMUSG00000055184,Q8BFZ8
Ctse,ENSMUSG00000004552,P70269
Rab7b,ENSMUSG00000052688,Q8VEA8
Slc26a9,ENSMUSG00000042268,Q8BU91
Pm20d1,ENSMUSG00000042251,Q8C165
Slc41a1,ENSMUSG00000013275,Q8BJA2
Rab29,ENSMUSG00000026433,Q91YQ1
Nucks1,ENSMUSG00000026434,Q80XU3
Slc45a3,ENSMUSG00000026435,Q8K0H7
Elk4,ENSMUSG00000026436,P41158
Mfsd4,ENSMUSG00000059149,Q6PDC8
Cdk18,ENSMUSG00000026437,Q04899
Gm29629,ENSMUSG00000099874,0
Lemd1,ENSMUSG00000079330,Q14C37
1700037F24Rik,ENSMUSG00000097540,0
Gm10188,ENSMUSG00000066936,Q3V432
Klhdc8a,ENSMUSG00000042115,Q91XA8
Nuak2,ENSMUSG00000009772,Q8BZN4
Tmcc2,ENSMUSG00000042066,Q80W04
Dstyk,ENSMUSG00000042046,Q6XUX1
Rbbp5,ENSMUSG00000026439,Q8BX09
Tmem81,ENSMUSG00000048174,Q9D5K1
Cntn2,ENSMUSG00000053024,Q61330
Nfasc,ENSMUSG00000026442,Q810U3
Gm10538,ENSMUSG00000101126,Q3V0M3
Lrrn2,ENSMUSG00000026443,Q61974
Mdm4,ENSMUSG00000054387,O35618
Pik3c2b,ENSMUSG00000026447,A0A6I8MWY4
Ppp1r15b,ENSMUSG00000046062,Q8BFW3
Plekha6,ENSMUSG00000041757,Q7TQG1
Gm19461,ENSMUSG00000101693,0
Ren1,ENSMUSG00000070645,P06281
Etnk2,ENSMUSG00000070644,A7MCT6
Sox13,ENSMUSG00000070643,Q04891
Snrpe,ENSMUSG00000090553,P62305
Gm26706,ENSMUSG00000097014,0
Zc3h11a,ENSMUSG00000102976,Q6NZF1
Gm38394,ENSMUSG00000094410,D2EAC2
Lax1,ENSMUSG00000051998,Q8BHB3
Atp2b4,ENSMUSG00000026463,Q6Q477
Gm28441,ENSMUSG00000100830,0
Optc,ENSMUSG00000010311,Q920A0
Prelp,ENSMUSG00000041577,Q9JK53
Fmod,ENSMUSG00000041559,P50608
Btg2,ENSMUSG00000020423,Q04211
Chit1,ENSMUSG00000026450,Q9D7Q1
Chil1,ENSMUSG00000064246,Q61362
Mybph,ENSMUSG00000042451,P70402
Adora1,ENSMUSG00000042429,Q60612
Myog,ENSMUSG00000026459,P12979
Ppfia4,ENSMUSG00000026458,A0A087WPJ3
Tmem183a,ENSMUSG00000042305,Q9JJB9
4933406M09Rik,ENSMUSG00000050526,G3XA12
Cyb5r1,ENSMUSG00000026456,Q9DB73
Adipor1,ENSMUSG00000026457,Q91VH1
Platr1,ENSMUSG00000101061,0
Klhl12,ENSMUSG00000026455,Q8BZM0
Rabif,ENSMUSG00000042229,Q91X96
Mgat4e,ENSMUSG00000046367,A6H684
Kdm5b,ENSMUSG00000042207,Q80Y84
Syt2,ENSMUSG00000026452,P46097
Ppp1r12b,ENSMUSG00000073557,Q8BG95
Gm28892,ENSMUSG00000101168,0
Ube2t,ENSMUSG00000026429,Q9CQ37
Lgr6,ENSMUSG00000042793,Q3UVD5
Ptpn7,ENSMUSG00000031506,Q8BUM3
Arl8a,ENSMUSG00000026426,Q8VEH3
Gm15445,ENSMUSG00000085311,0
Gm26642,ENSMUSG00000097680,0
Elf3,ENSMUSG00000003051,Q3UPW2
Rnpep,ENSMUSG00000041926,Q8VCT3
Timm17a,ENSMUSG00000062580,Q9Z0V8
Lmod1,ENSMUSG00000048096,Q8BVA4
Shisa4,ENSMUSG00000041889,Q8CA71
Ipo9,ENSMUSG00000041879,Q91YE6
Nav1,ENSMUSG00000009418,Q8CH77
Gm38399,ENSMUSG00000090399,0
Csrp1,ENSMUSG00000026421,P97315
Phlda3,ENSMUSG00000041801,Q9WV95
Tnni1,ENSMUSG00000026418,Q9WUZ5
Lad1,ENSMUSG00000041782,P57016
Tnnt2,ENSMUSG00000026414,P50752
Pkp1,ENSMUSG00000026413,P97350
Igfn1,ENSMUSG00000051985,Q3KNY0
Tmem9,ENSMUSG00000026411,Q9CR23
Cacna1s,ENSMUSG00000026407,Q02789
Kif21b,ENSMUSG00000041642,Q9QXL1
Mroh3,ENSMUSG00000087230,A0A1D5RM54
5730559C18Rik,ENSMUSG00000041605,Q7TN12
Gm26568,ENSMUSG00000097315,0
Gm37552,ENSMUSG00000102941,0
Gm26781,ENSMUSG00000097433,0
Camsap2,ENSMUSG00000041570,Q8C1B1
Ddx59,ENSMUSG00000026404,Q9DBN9
Kif14,ENSMUSG00000041498,L0N7N1
Gm33994,ENSMUSG00000104509,0
4933409D19Rik,ENSMUSG00000104366,0
Platr23,ENSMUSG00000097229,0
Zfp281,ENSMUSG00000041483,Q99LI5
Gm19705,ENSMUSG00000097113,0
Platr22,ENSMUSG00000097448,0
Nr5a2,ENSMUSG00000026398,P45448
Gm26979,ENSMUSG00000098045,0
Gm26936,ENSMUSG00000098145,0
A430106G13Rik,ENSMUSG00000098206,0
Ptprc,ENSMUSG00000026395,P06800
Atp6v1g3,ENSMUSG00000026394,Q8BMC1
Nek7,ENSMUSG00000026393,Q9ES74
Lhx9,ENSMUSG00000019230,Q9WUH2
2310009B15Rik,ENSMUSG00000079283,A0A0A6YWI4
1700019P21Rik,ENSMUSG00000099808,0
Dennd1b,ENSMUSG00000056268,Q3U1T9
Crb1,ENSMUSG00000063681,Q8VHS2
4933436E23Rik,ENSMUSG00000103844,0
Zbtb41,ENSMUSG00000033964,Q811F1
Aspm,ENSMUSG00000033952,Q8CJ27
F13b,ENSMUSG00000026368,Q07968
Cfhr1,ENSMUSG00000057037,A0A0A6YXP6
Gm4788,ENSMUSG00000070594,B2RUG5
Cfhr2,ENSMUSG00000033898,A0A668KLU9
Cfh,ENSMUSG00000026365,P06909
Kcnt2,ENSMUSG00000052726,A0A0A6YXD8
4930590L20Rik,ENSMUSG00000102368,0
Cdc73,ENSMUSG00000026361,Q8JZM7
B3galt2,ENSMUSG00000033849,O54905
Glrx2,ENSMUSG00000018196,Q923X4
Trove2,ENSMUSG00000018199,O08848
Uchl5,ENSMUSG00000018189,Q9WUP7
Rgs2,ENSMUSG00000026360,O08849
Brinp3,ENSMUSG00000035131,Q499E0
Gm15584,ENSMUSG00000085822,0
Gm29020,ENSMUSG00000102074,0
Pla2g4a,ENSMUSG00000056220,P47713
Pdc,ENSMUSG00000006007,Q9QW08
2310030A07Rik,ENSMUSG00000099447,0
BC003331,ENSMUSG00000006010,Q4PJX1
Tpr,ENSMUSG00000006005,F6ZDS4
Prg4,ENSMUSG00000006014,Q9JM99
Hmcn1,ENSMUSG00000066842,D3YXG0
Gm29188,ENSMUSG00000099622,0
Gm10138,ENSMUSG00000100954,0
Ivns1abp,ENSMUSG00000023150,Q920Q8
Swt1,ENSMUSG00000052748,Q9DBQ9
Trmt1l,ENSMUSG00000053286,A2RSY6
Rnf2,ENSMUSG00000026484,Q9CQJ4
Gm28181,ENSMUSG00000100357,0
Fam129a,ENSMUSG00000026483,Q3UW53
2810414N06Rik,ENSMUSG00000100594,0
Edem3,ENSMUSG00000043019,Q2HXL6
1700025G04Rik,ENSMUSG00000032666,Q8K207
Tsen15,ENSMUSG00000014980,Q8R3W5
Rgl1,ENSMUSG00000026482,Q60695
Apobec4,ENSMUSG00000055547,Q497M3
Arpc5,ENSMUSG00000008475,Q9CPW4
Ncf2,ENSMUSG00000026480,O70145
Smg7,ENSMUSG00000042772,Q5RJH6
Nmnat2,ENSMUSG00000042751,Q8BNJ3
Lamc2,ENSMUSG00000026479,Q61092
Lamc1,ENSMUSG00000026478,P02468
Shcbp1l,ENSMUSG00000042708,Q3TTP0
Dhx9,ENSMUSG00000042699,O70133
Npl,ENSMUSG00000042684,Q9DCJ9
Rgs8,ENSMUSG00000042671,Q8BXT1
C230024C17Rik,ENSMUSG00000100334,0
Rgs16,ENSMUSG00000026475,P97428
Gm28513,ENSMUSG00000099568,0
Rnasel,ENSMUSG00000066800,Q05921
Rgsl1,ENSMUSG00000042641,A0A5F8MPV0
Teddm2,ENSMUSG00000045968,A2RRY4
Glul,ENSMUSG00000026473,P15105
Gm29291,ENSMUSG00000101903,0
A830008E24Rik,ENSMUSG00000100627,0
4930452N14Rik,ENSMUSG00000099933,0
4930532M18Rik,ENSMUSG00000100221,0
Cacna1e,ENSMUSG00000004110,Q61290
Gm9530,ENSMUSG00000096950,0
Ier5,ENSMUSG00000056708,O89113
Mr1,ENSMUSG00000026471,Q8HWB0
Stx6,ENSMUSG00000026470,Q9JKK1
BC034090,ENSMUSG00000033722,A0A087WP46
Gm37622,ENSMUSG00000103670,0
Xpr1,ENSMUSG00000026469,Q9R031
Gm5532,ENSMUSG00000073535,Q3UI92
Acbd6,ENSMUSG00000033701,Q9D061
Lhx4,ENSMUSG00000026468,P53776
Qsox1,ENSMUSG00000033684,Q8BND5
Gm37571,ENSMUSG00000102558,0
Cep350,ENSMUSG00000033671,E9Q309
Tor1aip1,ENSMUSG00000026466,Q921T2
Tor1aip2,ENSMUSG00000050565,Q8BYU6
Fam163a,ENSMUSG00000015484,Q8CAA5
Tdrd5,ENSMUSG00000060985,Q5VCS6
4930518J20Rik,ENSMUSG00000103705,0
Nphs2,ENSMUSG00000026602,Q91X05
Axdnd1,ENSMUSG00000026601,Q3UZ57
Gm2000,ENSMUSG00000078193,Q6ZWV7
Soat1,ENSMUSG00000026600,Q61263
Gm10031,ENSMUSG00000101523,0
Abl2,ENSMUSG00000026596,Q4JIM5
Tor3a,ENSMUSG00000060519,Q9ER38
Fam20b,ENSMUSG00000033557,Q8VCS3
Ralgps2,ENSMUSG00000026594,Q9ERD6
Angptl1,ENSMUSG00000033544,Q640P2
4930439D14Rik,ENSMUSG00000101905,0
Gm28694,ENSMUSG00000101768,0
Tex35,ENSMUSG00000026592,Q14BK3
Rasal2,ENSMUSG00000070565,D3YUS5
BC026585,ENSMUSG00000033488,Q3UNZ8
Gm15486,ENSMUSG00000087093,0
Sec16b,ENSMUSG00000026589,Q91XT4
Brinp2,ENSMUSG00000004031,Q6DFY8
Astn1,ENSMUSG00000026587,Q61137
Pappa2,ENSMUSG00000073530,E9PZ87
4930562F17Rik,ENSMUSG00000104014,0
Rfwd2,ENSMUSG00000040782,Q9R1A8
Tnr,ENSMUSG00000015829,Q8BYI9
Gm37294,ENSMUSG00000104111,0
4930523C07Rik,ENSMUSG00000090394,E9Q2T4
4930562F07Rik,ENSMUSG00000026729,Q9D4T5
Tnn,ENSMUSG00000026725,Q80Z71
Mrps14,ENSMUSG00000058267,Q9CR88
Cacybp,ENSMUSG00000014226,Q9CXW3
Rabgap1l,ENSMUSG00000026721,A6H6A9
Gm37083,ENSMUSG00000102852,0
Gm38060,ENSMUSG00000103631,0
Rc3h1,ENSMUSG00000040423,Q4VGL6
Serpinc1,ENSMUSG00000026715,P32261
Zbtb37,ENSMUSG00000043467,F7ALN1
Dars2,ENSMUSG00000026709,Q8BIP0
Gm37634,ENSMUSG00000102864,0
Cenpl,ENSMUSG00000026708,Q3U3S3
Klhl20,ENSMUSG00000026705,Q8VCK5
Ankrd45,ENSMUSG00000044835,Q810N6
4930469G21Rik,ENSMUSG00000049160,Q9D5B7
Prdx6,ENSMUSG00000026701,O08709
Tnfsf4,ENSMUSG00000026700,P43488
Tnfsf18,ENSMUSG00000066755,Q7TS55
Fasl,ENSMUSG00000000817,P41047
Suco,ENSMUSG00000040297,Q8C341
Gm31925,ENSMUSG00000103158,0
4930558K02Rik,ENSMUSG00000086277,E0CXC6
Pigc,ENSMUSG00000026698,Q9CXR4
Dnm3,ENSMUSG00000040265,Q8BZ98
2810442N19Rik,ENSMUSG00000090260,0
Dnm3os,ENSMUSG00000078190,Q3UYS8
Mettl13,ENSMUSG00000026694,Q91YR5
Vamp4,ENSMUSG00000026696,O70480
Myoc,ENSMUSG00000026697,O70624
7420461P10Rik,ENSMUSG00000091060,Q3UWS6
Prrc2c,ENSMUSG00000040225,Q3TLH4
Fmo4,ENSMUSG00000026692,Q8VHG0
Fmo1,ENSMUSG00000040181,P50285
Fmo2,ENSMUSG00000040170,Q8K2I3
Fmo3,ENSMUSG00000026691,P97501
Mroh9,ENSMUSG00000071890,G5E8L9
Prrx1,ENSMUSG00000026586,P63013
Gorab,ENSMUSG00000040124,Q8BRM2
Mettl11b,ENSMUSG00000040113,B2RXM4
Kifap3,ENSMUSG00000026585,P70188
Scyl3,ENSMUSG00000026584,Q9DBQ7
BC055324,ENSMUSG00000041406,Q3TQQ9
Mettl18,ENSMUSG00000041396,Q9CZ09
Sele,ENSMUSG00000026582,Q00690
Sell,ENSMUSG00000026581,P18337
Selp,ENSMUSG00000026580,Q01102
Gm16548,ENSMUSG00000086593,0
F5,ENSMUSG00000026579,O88783
Slc19a2,ENSMUSG00000040918,Q9EQN9
Ccdc181,ENSMUSG00000026578,Q80ZU5
Blzf1,ENSMUSG00000026577,Q8R2X8
Nme7,ENSMUSG00000026575,Q9QXL8
Atp1b1,ENSMUSG00000026576,P14094
Gm32391,ENSMUSG00000104011,0
Gm26685,ENSMUSG00000097281,0
Gm37184,ENSMUSG00000102761,0
Gm36945,ENSMUSG00000102163,0
Dpt,ENSMUSG00000026574,Q9QZZ6
Gm32569,ENSMUSG00000103659,0
Xcl1,ENSMUSG00000026573,P47993
1700029M03Rik,ENSMUSG00000101189,0
4930568G15Rik,ENSMUSG00000102408,0
Tbx19,ENSMUSG00000026572,Q99ME7
Sft2d2,ENSMUSG00000040848,Q8VD57
Tiprl,ENSMUSG00000040843,Q8BH58
Gpr161,ENSMUSG00000040836,B2RPY5
Dcaf6,ENSMUSG00000026571,Q9DC22
Mpc2,ENSMUSG00000026568,Q9D023
Adcy10,ENSMUSG00000026567,Q8C0T9
Gm38325,ENSMUSG00000103583,0
Mpzl1,ENSMUSG00000026566,Q3TEW6
Rcsd1,ENSMUSG00000040723,Q3UZA1
Gm37073,ENSMUSG00000103686,0
Creg1,ENSMUSG00000040713,O88668
Cd247,ENSMUSG00000005763,P24161
Pou2f1,ENSMUSG00000026565,P25425
Gm26665,ENSMUSG00000097196,0
Dusp27,ENSMUSG00000026564,Q148W8
Gpa33,ENSMUSG00000000544,Q9JKA5
Mael,ENSMUSG00000040629,Q8BVN9
Ildr2,ENSMUSG00000040612,B5TVM2
Gm15853,ENSMUSG00000103400,0
Tada1,ENSMUSG00000026563,Q99LM9
Gm15853-1,ENSMUSG00000089853,0
Pogk,ENSMUSG00000040596,Q80TC5
Gm16701,ENSMUSG00000102548,0
Gm16701-1,ENSMUSG00000097823,0
Fam78b,ENSMUSG00000060568,Q8BQN5
Uck2,ENSMUSG00000026558,Q99PM9
Gm37982,ENSMUSG00000103139,0
Gm2453,ENSMUSG00000102909,0
Tmco1,ENSMUSG00000052428,Q921L3
Aldh9a1,ENSMUSG00000026687,Q9JLJ2
Mgst3,ENSMUSG00000026688,Q9CPU4
Lrrc52,ENSMUSG00000040485,Q5M8M9
Rxrg,ENSMUSG00000015843,P28705
Lmx1a,ENSMUSG00000026686,Q9JKU8
Gm20711,ENSMUSG00000093538,0
Pbx1,ENSMUSG00000052534,P41778
Gm37839,ENSMUSG00000103530,0
Nuf2,ENSMUSG00000026683,Q99P69
Rgs5,ENSMUSG00000026678,O08850
Rgs4,ENSMUSG00000038530,O08899
Ccdc190,ENSMUSG00000070532,Q3URK1
Hsd17b7,ENSMUSG00000026675,O88736
3110045C21Rik,ENSMUSG00000097503,0
Ddr2,ENSMUSG00000026674,Q62371
Uap1,ENSMUSG00000026670,Q91YN5
Gm37748,ENSMUSG00000104266,0
Uhmk1,ENSMUSG00000026667,P97343
4930500M09Rik,ENSMUSG00000044306,Q8C8G1
Sh2d1b1,ENSMUSG00000102418,O35324
Gm7694,ENSMUSG00000102752,J3QNH8
Nos1ap,ENSMUSG00000038473,Q9D3A8
1700015E13Rik,ENSMUSG00000042800,Q4FZF2
Olfml2b,ENSMUSG00000038463,Q3V1G4
Atf6,ENSMUSG00000026663,F6VAN0
Dusp12,ENSMUSG00000026659,Q9D0T2
Gm26620,ENSMUSG00000096968,Q9CY65
Fcrla,ENSMUSG00000038421,Q920A9
Fcgr2b,ENSMUSG00000026656,P08101
Gm10522,ENSMUSG00000104340,Q3U456
Fcgr3,ENSMUSG00000059498,P08508
Cfap126,ENSMUSG00000026649,Q6P8X9
Sdhc,ENSMUSG00000058076,Q9CZB0
Mpz,ENSMUSG00000056569,P27573
Pcp4l1,ENSMUSG00000038370,Q6W8Q3
Nr1i3,ENSMUSG00000005677,O35627
Tomm40l,ENSMUSG00000005674,Q9CZR3
Apoa2,ENSMUSG00000005681,P09813
Fcer1g,ENSMUSG00000058715,P20491
Ndufs2,ENSMUSG00000013593,Q91WD5
Adamts4,ENSMUSG00000006403,Q8BNJ2
B4galt3,ENSMUSG00000052423,Q91YY2
Ppox,ENSMUSG00000062729,P51175
Usp21,ENSMUSG00000053483,Q9QZL6
Ufc1,ENSMUSG00000062963,Q9CR09
Gm20045,ENSMUSG00000103983,0
Dedd,ENSMUSG00000013973,Q9Z1L3
